allocation_id,campaign_id,sku,store_id,planned_quantity,planned_receipt_date,allocation_phase,allocation_method,holdback_pct,planner_owner
A-681-S-017-BTS-001,C-2026-BTS,BTS-001,S-017,180,2026-07-30,initial,door_index,0.1,Emma Wilson
A-682-S-017-BTS-002,C-2026-BTS,BTS-002,S-017,52,2026-07-29,initial,door_index,0.11,Emma Wilson
A-683-S-017-BTS-003,C-2026-BTS,BTS-003,S-017,100,2026-07-29,initial,manual_override,0.12,Emma Wilson
A-684-S-017-BTS-004,C-2026-BTS,BTS-004,S-017,89,2026-07-28,initial,manual_override,0.14,Emma Wilson
A-685-S-017-BTS-005,C-2026-BTS,BTS-005,S-017,50,2026-07-29,initial,size_curve,0.12,Emma Wilson
A-686-S-017-BTS-006,C-2026-BTS,BTS-006,S-017,74,2026-07-27,chase,size_curve,0.11,Emma Wilson
A-687-S-017-BTS-007,C-2026-BTS,BTS-007,S-017,60,2026-07-28,initial,manual_override,0.13,Emma Wilson
A-688-S-017-BTS-008,C-2026-BTS,BTS-008,S-017,60,2026-07-29,initial,door_index,0.09,Emma Wilson
A-689-S-017-BTS-009,C-2026-BTS,BTS-009,S-017,75,2026-07-28,initial,manual_override,0.09,Emma Wilson
A-690-S-017-BTS-010,C-2026-BTS,BTS-010,S-017,65,2026-07-30,initial,size_curve,0.11,Emma Wilson
A-691-S-023-BTS-001,C-2026-BTS,BTS-001,S-023,220,2026-07-29,transfer,size_curve,0.05,Emma Wilson
A-692-S-023-BTS-002,C-2026-BTS,BTS-002,S-023,108,2026-07-29,replenishment,fair_share,0.13,Emma Wilson
A-693-S-023-BTS-003,C-2026-BTS,BTS-003,S-023,115,2026-07-29,initial,manual_override,0.09,Emma Wilson
A-694-S-023-BTS-004,C-2026-BTS,BTS-004,S-023,97,2026-07-28,initial,door_index,0.07,Emma Wilson
A-695-S-023-BTS-005,C-2026-BTS,BTS-005,S-023,118,2026-07-30,initial,door_index,0.12,Emma Wilson
A-696-S-023-BTS-006,C-2026-BTS,BTS-006,S-023,121,2026-07-27,initial,fair_share,0.11,Emma Wilson
A-697-S-023-BTS-007,C-2026-BTS,BTS-007,S-023,118,2026-07-30,initial,manual_override,0.06,Emma Wilson
A-698-S-023-BTS-008,C-2026-BTS,BTS-008,S-023,87,2026-07-28,initial,manual_override,0.09,Emma Wilson
A-699-S-023-BTS-009,C-2026-BTS,BTS-009,S-023,95,2026-07-29,initial,fair_share,0.11,Emma Wilson
A-700-S-023-BTS-010,C-2026-BTS,BTS-010,S-023,128,2026-07-30,initial,fair_share,0.08,Emma Wilson
A-701-S-065-BTS-001,C-2026-BTS,BTS-001,S-065,220,2026-07-29,initial,door_index,0.07,Emma Wilson
A-702-S-065-BTS-002,C-2026-BTS,BTS-002,S-065,58,2026-07-27,transfer,fair_share,0.07,Emma Wilson
A-703-S-065-BTS-003,C-2026-BTS,BTS-003,S-065,33,2026-07-27,initial,size_curve,0.06,Emma Wilson
A-704-S-065-BTS-004,C-2026-BTS,BTS-004,S-065,51,2026-07-30,initial,size_curve,0.06,Emma Wilson
A-705-S-065-BTS-005,C-2026-BTS,BTS-005,S-065,47,2026-07-27,initial,door_index,0.13,Emma Wilson
A-706-S-065-BTS-006,C-2026-BTS,BTS-006,S-065,45,2026-07-29,initial,door_index,0.11,Emma Wilson
A-707-S-065-BTS-007,C-2026-BTS,BTS-007,S-065,48,2026-07-29,initial,size_curve,0.13,Emma Wilson
A-708-S-065-BTS-008,C-2026-BTS,BTS-008,S-065,35,2026-07-30,initial,manual_override,0.09,Emma Wilson
A-709-S-065-BTS-009,C-2026-BTS,BTS-009,S-065,37,2026-07-29,initial,fair_share,0.13,Emma Wilson
A-710-S-065-BTS-010,C-2026-BTS,BTS-010,S-065,25,2026-07-28,initial,manual_override,0.11,Emma Wilson
A-711-S-070-BTS-001,C-2026-BTS,BTS-001,S-070,200,2026-07-30,chase,door_index,0.07,Emma Wilson
A-712-S-070-BTS-002,C-2026-BTS,BTS-002,S-070,38,2026-07-29,initial,fair_share,0.06,Emma Wilson
A-713-S-070-BTS-003,C-2026-BTS,BTS-003,S-070,18,2026-07-29,chase,door_index,0.14,Emma Wilson
A-714-S-070-BTS-004,C-2026-BTS,BTS-004,S-070,33,2026-07-30,initial,fair_share,0.08,Emma Wilson
A-715-S-070-BTS-005,C-2026-BTS,BTS-005,S-070,45,2026-07-30,initial,door_index,0.07,Emma Wilson
A-716-S-070-BTS-006,C-2026-BTS,BTS-006,S-070,48,2026-07-28,initial,door_index,0.12,Emma Wilson
A-717-S-070-BTS-007,C-2026-BTS,BTS-007,S-070,57,2026-07-30,initial,fair_share,0.08,Emma Wilson
A-718-S-070-BTS-008,C-2026-BTS,BTS-008,S-070,18,2026-07-28,initial,size_curve,0.06,Emma Wilson
A-719-S-070-BTS-009,C-2026-BTS,BTS-009,S-070,56,2026-07-30,initial,size_curve,0.12,Emma Wilson
A-720-S-070-BTS-010,C-2026-BTS,BTS-010,S-070,57,2026-07-28,replenishment,fair_share,0.08,Emma Wilson
A-721-S-042-BTS-001,C-2026-BTS,BTS-001,S-042,220,2026-07-27,initial,manual_override,0.1,Emma Wilson
A-722-S-042-BTS-002,C-2026-BTS,BTS-002,S-042,85,2026-07-30,replenishment,manual_override,0.14,Emma Wilson
A-723-S-042-BTS-003,C-2026-BTS,BTS-003,S-042,74,2026-07-30,initial,manual_override,0.11,Emma Wilson
A-724-S-042-BTS-004,C-2026-BTS,BTS-004,S-042,85,2026-07-30,initial,size_curve,0.08,Emma Wilson
A-725-S-042-BTS-005,C-2026-BTS,BTS-005,S-042,65,2026-07-29,initial,size_curve,0.09,Emma Wilson
A-726-S-042-BTS-006,C-2026-BTS,BTS-006,S-042,59,2026-07-29,transfer,size_curve,0.13,Emma Wilson
A-727-S-042-BTS-007,C-2026-BTS,BTS-007,S-042,80,2026-07-28,replenishment,fair_share,0.14,Emma Wilson
A-728-S-042-BTS-008,C-2026-BTS,BTS-008,S-042,100,2026-07-28,initial,size_curve,0.14,Emma Wilson
A-729-S-042-BTS-009,C-2026-BTS,BTS-009,S-042,82,2026-07-29,initial,manual_override,0.1,Emma Wilson
A-730-S-042-BTS-010,C-2026-BTS,BTS-010,S-042,83,2026-07-29,initial,door_index,0.09,Emma Wilson
A-731-S-015-BTS-001,C-2026-BTS,BTS-001,S-015,200,2026-07-28,initial,door_index,0.07,Emma Wilson
A-732-S-015-BTS-002,C-2026-BTS,BTS-002,S-015,48,2026-07-29,replenishment,size_curve,0.12,Emma Wilson
A-733-S-015-BTS-003,C-2026-BTS,BTS-003,S-015,97,2026-07-29,initial,door_index,0.12,Emma Wilson
A-734-S-015-BTS-004,C-2026-BTS,BTS-004,S-015,76,2026-07-29,initial,fair_share,0.07,Emma Wilson
A-735-S-015-BTS-005,C-2026-BTS,BTS-005,S-015,93,2026-07-29,initial,size_curve,0.14,Emma Wilson
A-736-S-015-BTS-006,C-2026-BTS,BTS-006,S-015,66,2026-07-27,initial,size_curve,0.07,Emma Wilson
A-737-S-015-BTS-007,C-2026-BTS,BTS-007,S-015,52,2026-07-30,initial,fair_share,0.13,Emma Wilson
A-738-S-015-BTS-008,C-2026-BTS,BTS-008,S-015,79,2026-07-28,initial,door_index,0.11,Emma Wilson
A-739-S-015-BTS-009,C-2026-BTS,BTS-009,S-015,54,2026-07-30,initial,manual_override,0.06,Emma Wilson
A-740-S-015-BTS-010,C-2026-BTS,BTS-010,S-015,94,2026-07-27,initial,size_curve,0.07,Emma Wilson
A-741-S-046-BTS-001,C-2026-BTS,BTS-001,S-046,200,2026-07-27,initial,door_index,0.07,Emma Wilson
A-742-S-046-BTS-002,C-2026-BTS,BTS-002,S-046,42,2026-07-27,initial,fair_share,0.14,Emma Wilson
A-743-S-046-BTS-003,C-2026-BTS,BTS-003,S-046,100,2026-07-27,initial,door_index,0.13,Emma Wilson
A-744-S-046-BTS-004,C-2026-BTS,BTS-004,S-046,44,2026-07-29,chase,manual_override,0.14,Emma Wilson
A-745-S-046-BTS-005,C-2026-BTS,BTS-005,S-046,71,2026-07-28,replenishment,door_index,0.09,Emma Wilson
A-746-S-046-BTS-006,C-2026-BTS,BTS-006,S-046,89,2026-07-30,initial,manual_override,0.12,Emma Wilson
A-747-S-046-BTS-007,C-2026-BTS,BTS-007,S-046,65,2026-07-30,initial,manual_override,0.1,Emma Wilson
A-748-S-046-BTS-008,C-2026-BTS,BTS-008,S-046,96,2026-07-30,replenishment,door_index,0.1,Emma Wilson
A-749-S-046-BTS-009,C-2026-BTS,BTS-009,S-046,65,2026-07-30,initial,fair_share,0.07,Emma Wilson
A-750-S-046-BTS-010,C-2026-BTS,BTS-010,S-046,68,2026-07-27,replenishment,size_curve,0.1,Emma Wilson
A-751-S-072-BTS-001,C-2026-BTS,BTS-001,S-072,200,2026-07-28,initial,fair_share,0.12,Emma Wilson
A-752-S-072-BTS-002,C-2026-BTS,BTS-002,S-072,24,2026-07-27,replenishment,manual_override,0.06,Emma Wilson
A-753-S-072-BTS-003,C-2026-BTS,BTS-003,S-072,47,2026-07-30,initial,door_index,0.09,Emma Wilson
A-754-S-072-BTS-004,C-2026-BTS,BTS-004,S-072,35,2026-07-27,initial,manual_override,0.11,Emma Wilson
A-755-S-072-BTS-005,C-2026-BTS,BTS-005,S-072,60,2026-07-29,replenishment,fair_share,0.08,Emma Wilson
A-756-S-072-BTS-006,C-2026-BTS,BTS-006,S-072,59,2026-07-29,initial,fair_share,0.06,Emma Wilson
A-757-S-072-BTS-007,C-2026-BTS,BTS-007,S-072,60,2026-07-27,initial,fair_share,0.1,Emma Wilson
A-758-S-072-BTS-008,C-2026-BTS,BTS-008,S-072,39,2026-07-29,initial,manual_override,0.05,Emma Wilson
A-759-S-072-BTS-009,C-2026-BTS,BTS-009,S-072,25,2026-07-28,initial,door_index,0.07,Emma Wilson
A-760-S-072-BTS-010,C-2026-BTS,BTS-010,S-072,24,2026-07-29,initial,fair_share,0.09,Emma Wilson
A-761-S-062-BTS-001,C-2026-BTS,BTS-001,S-062,200,2026-07-27,initial,door_index,0.06,Emma Wilson
A-762-S-062-BTS-002,C-2026-BTS,BTS-002,S-062,23,2026-07-29,initial,size_curve,0.05,Emma Wilson
A-763-S-062-BTS-003,C-2026-BTS,BTS-003,S-062,46,2026-07-27,initial,fair_share,0.11,Emma Wilson
A-764-S-062-BTS-004,C-2026-BTS,BTS-004,S-062,46,2026-07-29,initial,manual_override,0.1,Emma Wilson
A-765-S-062-BTS-005,C-2026-BTS,BTS-005,S-062,43,2026-07-30,initial,fair_share,0.07,Emma Wilson
A-766-S-062-BTS-006,C-2026-BTS,BTS-006,S-062,50,2026-07-28,initial,door_index,0.05,Emma Wilson
A-767-S-062-BTS-007,C-2026-BTS,BTS-007,S-062,24,2026-07-30,initial,fair_share,0.06,Emma Wilson
A-768-S-062-BTS-008,C-2026-BTS,BTS-008,S-062,17,2026-07-28,initial,fair_share,0.05,Emma Wilson
A-769-S-062-BTS-009,C-2026-BTS,BTS-009,S-062,41,2026-07-29,initial,size_curve,0.11,Emma Wilson
A-770-S-062-BTS-010,C-2026-BTS,BTS-010,S-062,59,2026-07-29,chase,size_curve,0.14,Emma Wilson
A-771-S-054-BTS-001,C-2026-BTS,BTS-001,S-054,180,2026-07-28,initial,manual_override,0.13,Emma Wilson
A-772-S-054-BTS-002,C-2026-BTS,BTS-002,S-054,88,2026-07-27,replenishment,fair_share,0.08,Emma Wilson
A-773-S-054-BTS-003,C-2026-BTS,BTS-003,S-054,48,2026-07-30,initial,size_curve,0.08,Emma Wilson
A-774-S-054-BTS-004,C-2026-BTS,BTS-004,S-054,66,2026-07-29,initial,fair_share,0.06,Emma Wilson
A-775-S-054-BTS-005,C-2026-BTS,BTS-005,S-054,86,2026-07-30,initial,size_curve,0.09,Emma Wilson
A-776-S-054-BTS-006,C-2026-BTS,BTS-006,S-054,94,2026-07-28,initial,size_curve,0.14,Emma Wilson
A-777-S-054-BTS-007,C-2026-BTS,BTS-007,S-054,79,2026-07-27,initial,manual_override,0.1,Emma Wilson
A-778-S-054-BTS-008,C-2026-BTS,BTS-008,S-054,51,2026-07-29,initial,door_index,0.05,Emma Wilson
A-779-S-054-BTS-009,C-2026-BTS,BTS-009,S-054,41,2026-07-27,initial,fair_share,0.12,Emma Wilson
A-780-S-054-BTS-010,C-2026-BTS,BTS-010,S-054,53,2026-07-27,initial,size_curve,0.08,Emma Wilson
A-781-S-069-BTS-001,C-2026-BTS,BTS-001,S-069,220,2026-07-29,initial,door_index,0.12,Emma Wilson
A-782-S-069-BTS-002,C-2026-BTS,BTS-002,S-069,31,2026-07-30,initial,size_curve,0.13,Emma Wilson
A-783-S-069-BTS-003,C-2026-BTS,BTS-003,S-069,22,2026-07-28,initial,fair_share,0.13,Emma Wilson
A-784-S-069-BTS-004,C-2026-BTS,BTS-004,S-069,27,2026-07-28,replenishment,manual_override,0.14,Emma Wilson
A-785-S-069-BTS-005,C-2026-BTS,BTS-005,S-069,17,2026-07-29,initial,manual_override,0.14,Emma Wilson
A-786-S-069-BTS-006,C-2026-BTS,BTS-006,S-069,49,2026-07-28,initial,manual_override,0.14,Emma Wilson
A-787-S-069-BTS-007,C-2026-BTS,BTS-007,S-069,18,2026-07-28,initial,size_curve,0.11,Emma Wilson
A-788-S-069-BTS-008,C-2026-BTS,BTS-008,S-069,16,2026-07-29,initial,size_curve,0.13,Emma Wilson
A-789-S-069-BTS-009,C-2026-BTS,BTS-009,S-069,37,2026-07-30,chase,size_curve,0.13,Emma Wilson
A-790-S-069-BTS-010,C-2026-BTS,BTS-010,S-069,36,2026-07-27,initial,door_index,0.11,Emma Wilson
A-791-S-037-BTS-001,C-2026-BTS,BTS-001,S-037,200,2026-07-29,initial,size_curve,0.12,Emma Wilson
A-792-S-037-BTS-002,C-2026-BTS,BTS-002,S-037,35,2026-07-30,initial,fair_share,0.1,Emma Wilson
A-793-S-037-BTS-003,C-2026-BTS,BTS-003,S-037,30,2026-07-28,initial,size_curve,0.07,Emma Wilson
A-794-S-037-BTS-004,C-2026-BTS,BTS-004,S-037,34,2026-07-29,initial,fair_share,0.13,Emma Wilson
A-795-S-037-BTS-005,C-2026-BTS,BTS-005,S-037,20,2026-07-27,initial,manual_override,0.14,Emma Wilson
A-796-S-037-BTS-006,C-2026-BTS,BTS-006,S-037,24,2026-07-29,initial,manual_override,0.12,Emma Wilson
A-797-S-037-BTS-007,C-2026-BTS,BTS-007,S-037,48,2026-07-28,initial,door_index,0.13,Emma Wilson
A-798-S-037-BTS-008,C-2026-BTS,BTS-008,S-037,21,2026-07-29,initial,fair_share,0.1,Emma Wilson
A-799-S-037-BTS-009,C-2026-BTS,BTS-009,S-037,60,2026-07-30,initial,fair_share,0.12,Emma Wilson
A-800-S-037-BTS-010,C-2026-BTS,BTS-010,S-037,53,2026-07-30,initial,fair_share,0.06,Emma Wilson
A-801-S-055-BTS-001,C-2026-BTS,BTS-001,S-055,220,2026-07-28,initial,size_curve,0.11,Emma Wilson
A-802-S-055-BTS-002,C-2026-BTS,BTS-002,S-055,53,2026-07-28,initial,size_curve,0.08,Emma Wilson
A-803-S-055-BTS-003,C-2026-BTS,BTS-003,S-055,60,2026-07-27,initial,size_curve,0.06,Emma Wilson
A-804-S-055-BTS-004,C-2026-BTS,BTS-004,S-055,57,2026-07-30,initial,fair_share,0.07,Emma Wilson
A-805-S-055-BTS-005,C-2026-BTS,BTS-005,S-055,62,2026-07-28,initial,size_curve,0.11,Emma Wilson
A-806-S-055-BTS-006,C-2026-BTS,BTS-006,S-055,50,2026-07-30,initial,size_curve,0.1,Emma Wilson
A-807-S-055-BTS-007,C-2026-BTS,BTS-007,S-055,43,2026-07-29,initial,fair_share,0.06,Emma Wilson
A-808-S-055-BTS-008,C-2026-BTS,BTS-008,S-055,43,2026-07-30,initial,door_index,0.12,Emma Wilson
A-809-S-055-BTS-009,C-2026-BTS,BTS-009,S-055,97,2026-07-27,initial,size_curve,0.08,Emma Wilson
A-810-S-055-BTS-010,C-2026-BTS,BTS-010,S-055,52,2026-07-30,transfer,manual_override,0.11,Emma Wilson
A-811-S-002-BTS-001,C-2026-BTS,BTS-001,S-002,180,2026-07-27,initial,size_curve,0.12,Emma Wilson
A-812-S-002-BTS-002,C-2026-BTS,BTS-002,S-002,85,2026-07-27,initial,door_index,0.06,Emma Wilson
A-813-S-002-BTS-003,C-2026-BTS,BTS-003,S-002,97,2026-07-28,replenishment,manual_override,0.07,Emma Wilson
A-814-S-002-BTS-004,C-2026-BTS,BTS-004,S-002,98,2026-07-28,initial,size_curve,0.1,Emma Wilson
A-815-S-002-BTS-005,C-2026-BTS,BTS-005,S-002,41,2026-07-30,initial,size_curve,0.1,Emma Wilson
A-816-S-002-BTS-006,C-2026-BTS,BTS-006,S-002,94,2026-07-29,initial,size_curve,0.11,Emma Wilson
A-817-S-002-BTS-007,C-2026-BTS,BTS-007,S-002,48,2026-07-30,initial,fair_share,0.08,Emma Wilson
A-818-S-002-BTS-008,C-2026-BTS,BTS-008,S-002,81,2026-07-30,initial,manual_override,0.09,Emma Wilson
A-819-S-002-BTS-009,C-2026-BTS,BTS-009,S-002,66,2026-07-29,initial,door_index,0.15,Emma Wilson
A-820-S-002-BTS-010,C-2026-BTS,BTS-010,S-002,64,2026-07-30,initial,manual_override,0.13,Emma Wilson
A-821-S-014-BTS-001,C-2026-BTS,BTS-001,S-014,200,2026-07-28,initial,door_index,0.07,Emma Wilson
A-822-S-014-BTS-002,C-2026-BTS,BTS-002,S-014,82,2026-07-30,initial,manual_override,0.06,Emma Wilson
A-823-S-014-BTS-003,C-2026-BTS,BTS-003,S-014,78,2026-07-27,initial,fair_share,0.13,Emma Wilson
A-824-S-014-BTS-004,C-2026-BTS,BTS-004,S-014,51,2026-07-28,chase,fair_share,0.11,Emma Wilson
A-825-S-014-BTS-005,C-2026-BTS,BTS-005,S-014,83,2026-07-27,initial,fair_share,0.06,Emma Wilson
A-826-S-014-BTS-006,C-2026-BTS,BTS-006,S-014,92,2026-07-29,replenishment,fair_share,0.13,Emma Wilson
A-827-S-014-BTS-007,C-2026-BTS,BTS-007,S-014,82,2026-07-29,initial,size_curve,0.09,Emma Wilson
A-828-S-014-BTS-008,C-2026-BTS,BTS-008,S-014,76,2026-07-27,initial,size_curve,0.08,Emma Wilson
A-829-S-014-BTS-009,C-2026-BTS,BTS-009,S-014,90,2026-07-28,replenishment,manual_override,0.12,Emma Wilson
A-830-S-014-BTS-010,C-2026-BTS,BTS-010,S-014,98,2026-07-28,transfer,fair_share,0.11,Emma Wilson
A-831-S-004-BTS-001,C-2026-BTS,BTS-001,S-004,220,2026-07-27,replenishment,size_curve,0.06,Emma Wilson
A-832-S-004-BTS-002,C-2026-BTS,BTS-002,S-004,97,2026-07-30,initial,size_curve,0.06,Emma Wilson
A-833-S-004-BTS-003,C-2026-BTS,BTS-003,S-004,58,2026-07-30,initial,manual_override,0.11,Emma Wilson
A-834-S-004-BTS-004,C-2026-BTS,BTS-004,S-004,85,2026-07-27,initial,manual_override,0.1,Emma Wilson
A-835-S-004-BTS-005,C-2026-BTS,BTS-005,S-004,82,2026-07-29,initial,door_index,0.11,Emma Wilson
A-836-S-004-BTS-006,C-2026-BTS,BTS-006,S-004,93,2026-07-28,replenishment,door_index,0.08,Emma Wilson
A-837-S-004-BTS-007,C-2026-BTS,BTS-007,S-004,95,2026-07-29,initial,fair_share,0.11,Emma Wilson
A-838-S-004-BTS-008,C-2026-BTS,BTS-008,S-004,49,2026-07-27,initial,door_index,0.06,Emma Wilson
A-839-S-004-BTS-009,C-2026-BTS,BTS-009,S-004,81,2026-07-27,replenishment,manual_override,0.11,Emma Wilson
A-840-S-004-BTS-010,C-2026-BTS,BTS-010,S-004,69,2026-07-27,initial,manual_override,0.09,Emma Wilson
A-841-S-049-BTS-001,C-2026-BTS,BTS-001,S-049,180,2026-07-29,initial,fair_share,0.11,Emma Wilson
A-842-S-049-BTS-002,C-2026-BTS,BTS-002,S-049,30,2026-07-28,initial,size_curve,0.05,Emma Wilson
A-843-S-049-BTS-003,C-2026-BTS,BTS-003,S-049,17,2026-07-27,initial,fair_share,0.11,Emma Wilson
A-844-S-049-BTS-004,C-2026-BTS,BTS-004,S-049,59,2026-07-30,initial,size_curve,0.1,Emma Wilson
A-845-S-049-BTS-005,C-2026-BTS,BTS-005,S-049,20,2026-07-30,initial,fair_share,0.12,Emma Wilson
A-846-S-049-BTS-006,C-2026-BTS,BTS-006,S-049,49,2026-07-28,initial,size_curve,0.1,Emma Wilson
A-847-S-049-BTS-007,C-2026-BTS,BTS-007,S-049,15,2026-07-27,initial,manual_override,0.11,Emma Wilson
A-848-S-049-BTS-008,C-2026-BTS,BTS-008,S-049,36,2026-07-27,initial,size_curve,0.08,Emma Wilson
A-849-S-049-BTS-009,C-2026-BTS,BTS-009,S-049,17,2026-07-28,initial,size_curve,0.06,Emma Wilson
A-850-S-049-BTS-010,C-2026-BTS,BTS-010,S-049,45,2026-07-29,initial,size_curve,0.13,Emma Wilson
A-851-S-010-BTS-001,C-2026-BTS,BTS-001,S-010,220,2026-07-30,initial,fair_share,0.06,Emma Wilson
A-852-S-010-BTS-002,C-2026-BTS,BTS-002,S-010,19,2026-07-28,initial,size_curve,0.08,Emma Wilson
A-853-S-010-BTS-003,C-2026-BTS,BTS-003,S-010,31,2026-07-30,initial,door_index,0.14,Emma Wilson
A-854-S-010-BTS-004,C-2026-BTS,BTS-004,S-010,24,2026-07-27,initial,door_index,0.08,Emma Wilson
A-855-S-010-BTS-005,C-2026-BTS,BTS-005,S-010,59,2026-07-29,initial,fair_share,0.08,Emma Wilson
A-856-S-010-BTS-006,C-2026-BTS,BTS-006,S-010,20,2026-07-29,initial,door_index,0.13,Emma Wilson
A-857-S-010-BTS-007,C-2026-BTS,BTS-007,S-010,41,2026-07-27,initial,manual_override,0.12,Emma Wilson
A-858-S-010-BTS-008,C-2026-BTS,BTS-008,S-010,25,2026-07-29,initial,size_curve,0.06,Emma Wilson
A-859-S-010-BTS-009,C-2026-BTS,BTS-009,S-010,31,2026-07-30,initial,manual_override,0.09,Emma Wilson
A-860-S-010-BTS-010,C-2026-BTS,BTS-010,S-010,34,2026-07-27,initial,door_index,0.09,Emma Wilson
A-861-S-095-BTS-001,C-2026-BTS,BTS-001,S-095,220,2026-07-27,initial,door_index,0.1,Emma Wilson
A-862-S-095-BTS-002,C-2026-BTS,BTS-002,S-095,67,2026-07-30,initial,manual_override,0.09,Emma Wilson
A-863-S-095-BTS-003,C-2026-BTS,BTS-003,S-095,60,2026-07-30,initial,size_curve,0.15,Emma Wilson
A-864-S-095-BTS-004,C-2026-BTS,BTS-004,S-095,67,2026-07-28,initial,size_curve,0.13,Emma Wilson
A-865-S-095-BTS-005,C-2026-BTS,BTS-005,S-095,56,2026-07-27,initial,door_index,0.12,Emma Wilson
A-866-S-095-BTS-006,C-2026-BTS,BTS-006,S-095,77,2026-07-29,initial,door_index,0.08,Emma Wilson
A-867-S-095-BTS-007,C-2026-BTS,BTS-007,S-095,40,2026-07-30,replenishment,fair_share,0.09,Emma Wilson
A-868-S-095-BTS-008,C-2026-BTS,BTS-008,S-095,73,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-869-S-095-BTS-009,C-2026-BTS,BTS-009,S-095,58,2026-07-28,initial,fair_share,0.11,Emma Wilson
A-870-S-095-BTS-010,C-2026-BTS,BTS-010,S-095,43,2026-07-29,chase,fair_share,0.12,Emma Wilson
A-871-S-043-BTS-001,C-2026-BTS,BTS-001,S-043,180,2026-07-30,replenishment,door_index,0.09,Emma Wilson
A-872-S-043-BTS-002,C-2026-BTS,BTS-002,S-043,88,2026-07-29,replenishment,door_index,0.08,Emma Wilson
A-873-S-043-BTS-003,C-2026-BTS,BTS-003,S-043,69,2026-07-30,initial,size_curve,0.13,Emma Wilson
A-874-S-043-BTS-004,C-2026-BTS,BTS-004,S-043,84,2026-07-28,initial,fair_share,0.08,Emma Wilson
A-875-S-043-BTS-005,C-2026-BTS,BTS-005,S-043,43,2026-07-27,initial,fair_share,0.08,Emma Wilson
A-876-S-043-BTS-006,C-2026-BTS,BTS-006,S-043,92,2026-07-28,initial,fair_share,0.1,Emma Wilson
A-877-S-043-BTS-007,C-2026-BTS,BTS-007,S-043,99,2026-07-29,initial,door_index,0.11,Emma Wilson
A-878-S-043-BTS-008,C-2026-BTS,BTS-008,S-043,46,2026-07-29,initial,manual_override,0.07,Emma Wilson
A-879-S-043-BTS-009,C-2026-BTS,BTS-009,S-043,81,2026-07-30,replenishment,size_curve,0.06,Emma Wilson
A-880-S-043-BTS-010,C-2026-BTS,BTS-010,S-043,44,2026-07-30,initial,size_curve,0.13,Emma Wilson
A-881-S-073-BTS-001,C-2026-BTS,BTS-001,S-073,180,2026-07-27,initial,fair_share,0.14,Emma Wilson
A-882-S-073-BTS-002,C-2026-BTS,BTS-002,S-073,129,2026-07-28,initial,size_curve,0.14,Emma Wilson
A-883-S-073-BTS-003,C-2026-BTS,BTS-003,S-073,80,2026-07-27,initial,manual_override,0.13,Emma Wilson
A-884-S-073-BTS-004,C-2026-BTS,BTS-004,S-073,88,2026-07-29,initial,manual_override,0.06,Emma Wilson
A-885-S-073-BTS-005,C-2026-BTS,BTS-005,S-073,148,2026-07-28,initial,size_curve,0.09,Emma Wilson
A-886-S-073-BTS-006,C-2026-BTS,BTS-006,S-073,91,2026-07-28,initial,size_curve,0.06,Emma Wilson
A-887-S-073-BTS-007,C-2026-BTS,BTS-007,S-073,138,2026-07-28,initial,door_index,0.11,Emma Wilson
A-888-S-073-BTS-008,C-2026-BTS,BTS-008,S-073,129,2026-07-29,initial,manual_override,0.14,Emma Wilson
A-889-S-073-BTS-009,C-2026-BTS,BTS-009,S-073,125,2026-07-27,initial,manual_override,0.12,Emma Wilson
A-890-S-073-BTS-010,C-2026-BTS,BTS-010,S-073,97,2026-07-30,initial,door_index,0.1,Emma Wilson
A-891-S-013-BTS-001,C-2026-BTS,BTS-001,S-013,180,2026-07-28,initial,manual_override,0.15,Emma Wilson
A-892-S-013-BTS-002,C-2026-BTS,BTS-002,S-013,41,2026-07-30,initial,size_curve,0.13,Emma Wilson
A-893-S-013-BTS-003,C-2026-BTS,BTS-003,S-013,42,2026-07-27,initial,manual_override,0.14,Emma Wilson
A-894-S-013-BTS-004,C-2026-BTS,BTS-004,S-013,95,2026-07-29,initial,door_index,0.14,Emma Wilson
A-895-S-013-BTS-005,C-2026-BTS,BTS-005,S-013,42,2026-07-29,initial,fair_share,0.1,Emma Wilson
A-896-S-013-BTS-006,C-2026-BTS,BTS-006,S-013,98,2026-07-30,initial,door_index,0.05,Emma Wilson
A-897-S-013-BTS-007,C-2026-BTS,BTS-007,S-013,80,2026-07-30,replenishment,fair_share,0.1,Emma Wilson
A-898-S-013-BTS-008,C-2026-BTS,BTS-008,S-013,50,2026-07-30,replenishment,fair_share,0.06,Emma Wilson
A-899-S-013-BTS-009,C-2026-BTS,BTS-009,S-013,78,2026-07-29,initial,door_index,0.09,Emma Wilson
A-900-S-013-BTS-010,C-2026-BTS,BTS-010,S-013,91,2026-07-27,initial,door_index,0.08,Emma Wilson
A-901-S-097-BTS-001,C-2026-BTS,BTS-001,S-097,180,2026-07-30,initial,size_curve,0.06,Emma Wilson
A-902-S-097-BTS-002,C-2026-BTS,BTS-002,S-097,57,2026-07-29,initial,door_index,0.12,Emma Wilson
A-903-S-097-BTS-003,C-2026-BTS,BTS-003,S-097,75,2026-07-29,initial,fair_share,0.06,Emma Wilson
A-904-S-097-BTS-004,C-2026-BTS,BTS-004,S-097,90,2026-07-27,initial,fair_share,0.14,Emma Wilson
